track_name,artist_names,streams,bpm,music_key,music_mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness
Last Christmas,Wham!,1159176109,107,B,Minor,0.74,0.88,0.65,0.28,0.0,0.46,0.03
Rockin' Around The Christmas Tree,Brenda Lee,769213520,140,G#,Major,0.7,0.85,0.41,0.71,0.0,0.45,0.05
Jingle Bell Rock,Bobby Helms,741301563,119,D,Major,0.74,0.78,0.37,0.84,0.0,0.06,0.03
It's Beginning To Look A Lot Like Christmas,Michael Bublï¿,807561936,93,E,Major,0.35,0.38,0.23,0.91,0.0,0.29,0.03
Santa Tell Me,Ariana Grande,834129063,133,G,Major,0.46,0.53,0.63,0.05,0.0,0.3,0.18
It's the Most Wonderful Time of the Year,Andy Williams,663832097,202,G,Major,0.24,0.76,0.6,0.77,0.0,0.12,0.04
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,446390129,134,C#,Major,0.45,0.72,0.24,0.91,0.0,0.18,0.04
Snowman,Sia,690104769,105,C#,Major,0.72,0.33,0.51,0.48,0.0,0.09,0.03
Underneath the Tree,Kelly Clarkson,485285717,160,G#,Major,0.51,0.69,0.81,0.0,0.0,0.21,0.05
Feliz Navidad,Josï¿½ï¿½ Felic,520034544,148,D,Major,0.5,0.96,0.82,0.47,0.0,0.34,0.04
Holly Jolly Christmas,Michael Bublï¿,476244795,151,G,Major,0.65,0.7,0.47,0.87,0.0,0.09,0.04
Mistletoe,Justin Bieber,629173063,162,F#,Minor,0.67,0.88,0.54,0.51,0.0,0.09,0.04
Sleigh Ride,The Ronettes,404664135,92,D,Major,0.53,0.84,0.77,0.4,0.0,0.32,0.03
Seek & Destroy,SZA,98709329,152,C#,Major,0.65,0.35,0.65,0.44,0.18,0.21,0.07
Love Language,SZA,110849052,65,A,Minor,0.71,0.55,0.26,0.85,0.0,0.13,0.08
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",460492795,147,D,Major,0.33,0.39,0.61,0.32,0.0,0.77,0.03
Used (feat. Don Toliver),"SZA, Don Toliver",94005786,150,A#,Minor,0.73,0.71,0.69,0.53,0.0,0.32,0.09
A Holly Jolly Christmas - Single Version,Burl Ives,395591396,140,,Major,0.67,0.81,0.36,0.64,0.0,0.15,0.03
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,389771964,139,C#,Major,0.36,0.22,0.15,0.84,0.0,0.11,0.04
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,403939487,95,B,Major,0.75,0.74,0.58,0.36,0.0,0.09,0.03
Do They Know It's Christmas? - 1984 Version,Band Aid,481697415,115,,Major,0.6,0.23,0.57,0.0,0.02,0.27,0.03
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",110073250,125,F#,Major,0.62,0.59,0.43,0.84,0.03,0.11,0.05
Special,SZA,88092256,76,,Major,0.6,0.19,0.2,0.78,0.0,0.11,0.05
Merry Christmas Everyone,Shakin' Stevens,351636786,101,C#,Minor,0.72,0.91,0.87,0.14,0.0,0.13,0.03
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",473248298,143,D,Major,0.6,0.86,0.32,0.88,0.0,0.34,0.06
SOS,SZA,73981293,119,G,Minor,0.51,0.51,0.66,0.67,0.0,0.09,0.23
Open Arms (feat. Travis Scott),"SZA, Travis Scott",155653938,78,A,Major,0.67,0.22,0.59,0.76,0.01,0.15,0.16
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",395591396,96,A,Major,0.23,0.19,0.25,0.91,0.0,0.4,0.03
Driving Home for Christmas - 2019 Remaster,Chris Rea,429504768,180,A,Major,0.51,0.87,0.58,0.36,0.0,0.18,0.04
Christmas (Baby Please Come Home),Darlene Love,242767149,126,D#,Major,0.34,0.35,0.76,0.39,0.0,0.08,0.05
Gone Girl,SZA,65362788,150,F,Major,0.43,0.42,0.44,0.57,0.0,0.15,0.06
F2F,SZA,67540165,90,D,Major,0.53,0.47,0.74,0.09,0.0,0.34,0.04
Notice Me,SZA,62019074,160,F,Major,0.72,0.78,0.68,0.28,0.0,0.11,0.12
Merry Christmas,"Ed Sheeran, Elton John",135723538,114,,Major,0.59,0.6,0.94,0.24,0.0,0.1,0.04
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",295998468,113,G,Major,0.73,0.72,0.32,0.77,0.0,0.15,0.05
My Only Wish (This Year),Britney Spears,261116938,147,,Major,0.67,0.69,0.72,0.17,0.0,0.19,0.03
Antidepresan,"Mabel Matiz, Mert Demir",136689549,100,B,Minor,0.7,0.92,0.59,0.03,0.0,0.1,0.03
Wild Flower (with youjeen),RM,135611421,155,G#,Major,0.49,0.42,0.77,0.03,0.0,0.12,0.09
I Hate U,SZA,356709897,107,G,Minor,0.54,0.41,0.39,0.51,0.0,0.11,0.16
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",110649992,112,G#,Major,0.8,0.15,0.54,0.09,0.0,0.38,0.05
SPIT IN MY FACE!,ThxSoMch,301869854,166,C#,Major,0.7,0.57,0.57,0.09,0.2,0.11,0.07
Deck The Hall - Remastered 1999,Nat King Cole,127027715,107,F#,Minor,0.69,0.96,0.36,0.81,0.0,0.08,0.04
Smoking on my Ex Pack,SZA,57144458,81,G#,Major,0.47,0.33,0.68,0.24,0.0,0.22,0.38
Conceited,SZA,56870689,150,C#,Major,0.79,0.77,0.46,0.05,0.0,0.11,0.07
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",323437194,110,A,Major,0.66,0.19,0.32,0.69,0.0,0.12,0.04
Maroon,Taylor Swift,317726339,108,G,Major,0.64,0.04,0.4,0.06,0.0,0.1,0.06
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",116144341,130,E,Minor,0.89,0.48,0.74,0.3,0.0,0.07,0.36
Bejeweled,Taylor Swift,328207708,164,G,Major,0.7,0.39,0.56,0.06,0.0,0.09,0.07
Tarot,"Bad Bunny, Jhay Cortez",608228647,114,B,Minor,0.8,0.42,0.68,0.02,0.0,0.66,0.04
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",180577478,93,F,Major,0.63,0.93,0.88,0.01,0.0,0.12,0.04
Desesperados,"Chencho Corleone, Rauw Alejandro",809306935,90,C#,Minor,0.87,0.51,0.69,0.36,0.0,0.09,0.08
Too Late,SZA,49262961,128,B,Major,0.45,0.35,0.68,0.78,0.0,0.39,0.08
Party,"Bad Bunny, Rauw Alejandro",614555082,97,A,Major,0.83,0.47,0.8,0.02,0.0,0.24,0.09
Run Rudolph Run - Single Version,Chuck Berry,245350949,152,G,Minor,0.69,0.94,0.71,0.79,0.0,0.07,0.08
Jingle Bells - Remastered 1999,Frank Sinatra,178660459,175,G#,Major,0.51,0.94,0.34,0.73,0.0,0.1,0.05
Far,SZA,51641685,116,D,Major,0.61,0.48,0.55,0.67,0.0,0.16,0.08
On Time (with John Legend),"John Legend, Metro Boomin",78139948,80,F,Minor,0.33,0.51,0.59,0.76,0.0,0.44,0.06
GATï¿½ï¿½,"Maldy, Karol G",322336177,93,B,Minor,0.63,0.34,0.86,0.26,0.0,0.21,0.39
ýýýabcdefu,Gayle,1007612429,122,E,Major,0.7,0.42,0.54,0.3,0.0,0.37,0.05
Sacrifice,The Weeknd,326792833,122,G,Major,0.7,0.91,0.79,0.03,0.0,0.07,0.1
Is There Someone Else?,The Weeknd,391251368,135,A,Minor,0.7,0.6,0.58,0.04,0.0,0.16,0.03
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",349585590,109,F,Major,0.6,0.45,0.47,0.62,0.0,0.31,0.05
Out of Time,The Weeknd,339659802,93,,Minor,0.65,0.82,0.74,0.27,0.0,0.32,0.05
Do It To It,"Cherish, ACRAZE",674772936,125,B,Minor,0.85,0.64,0.81,0.02,0.05,0.07,0.09
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",432719968,206,,Minor,0.58,0.83,0.45,0.36,0.0,0.11,0.08
Pepas,Farruko,1309887447,130,G,Major,0.76,0.44,0.77,0.01,0.0,0.13,0.03
How Do I Make You Love Me?,The Weeknd,119238316,121,G,Minor,0.8,0.62,0.51,0.02,0.0,0.09,0.08
Gasoline,The Weeknd,116903579,123,F#,Minor,0.74,0.35,0.73,0.0,0.0,0.21,0.05
Infinity,Jaymes Young,888046992,122,B,Minor,0.67,0.5,0.67,0.15,0.0,0.3,0.04
Less Than Zero,The Weeknd,200660871,143,,Major,0.53,0.5,0.79,0.0,0.0,0.08,0.03
Take My Breath,The Weeknd,130655803,121,A#,Minor,0.7,0.35,0.77,0.01,0.0,0.26,0.04
good 4 u,Olivia Rodrigo,1887039593,166,F#,Minor,0.56,0.68,0.66,0.28,0.0,0.11,0.18
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",88103848,135,C#,Major,0.41,0.27,0.64,0.36,0.0,0.6,0.03
Best Friends,The Weeknd,101114984,87,E,Minor,0.49,0.49,0.59,0.44,0.0,0.35,0.21
Kiss Me More (feat. SZA),"SZA, Doja Cat",1575467011,111,G#,Major,0.77,0.74,0.66,0.3,0.0,0.13,0.03
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",91656026,110,D,Major,0.75,0.85,0.84,0.1,0.0,0.31,0.19
Need To Know,Doja Cat,1042568408,130,C#,Major,0.66,0.19,0.61,0.3,0.0,0.09,0.07
MONTERO (Call Me By Your Name),Lil Nas X,1735441776,179,G#,Minor,0.61,0.76,0.51,0.3,0.0,0.38,0.15
love nwantiti (ah ah ah),Ckay,726837877,93,F,Minor,0.74,0.53,0.73,0.61,0.0,0.13,0.04
Dawn FM,The Weeknd,53933526,78,A,Minor,0.27,0.1,0.49,0.62,0.0,0.49,0.05
Surface Pressure,Jessica Darrow,267758538,180,D,Major,0.65,0.37,0.58,0.02,0.0,0.04,0.31
Starry Eyes,The Weeknd,74601456,86,A,Minor,0.28,0.13,0.41,0.5,0.0,0.19,0.03
THATS WHAT I WANT,Lil Nas X,920797189,88,C#,Minor,0.74,0.55,0.85,0.01,0.0,0.05,0.22
One Right Now (with The Weeknd),"The Weeknd, Post Malone",539595276,97,C#,Major,0.68,0.72,0.78,0.04,0.0,0.07,0.05
Beggin,Mï¿½ï¿½ne,1367810478,134,B,Minor,0.71,0.59,0.8,0.13,0.0,0.36,0.05
Mon Amour - Remix,"Aitana, zzoilo",578207856,116,D,Major,0.75,0.36,0.76,0.12,0.0,0.1,0.1
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",775542072,170,E,Minor,0.64,0.14,0.7,0.09,0.0,0.09,0.08
MONEY,Lisa,863625566,140,C#,Minor,0.83,0.4,0.55,0.16,0.0,0.14,0.23
The Motto,"Tiï¿½ï¿½sto, Ava",656013912,118,G,Minor,0.75,0.46,0.76,0.03,0.0,0.09,0.04
Happier Than Ever,Billie Eilish,1056760045,65,,Major,0.31,0.31,0.24,0.76,0.0,0.14,0.04
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",611994237,120,,Minor,0.56,0.16,0.67,0.0,0.0,0.11,0.04
traitor,"Juan Cruz Toledo, Huilen Toledo",1230855859,176,D#,Major,0.29,0.12,0.33,0.68,0.0,0.12,0.05
Toxic,BoyWithUke,582981380,180,G#,Minor,0.59,0.69,0.61,0.84,0.0,0.46,0.36
drivers license,Olivia Rodrigo,1858144199,144,A#,Major,0.59,0.21,0.43,0.76,0.0,0.1,0.07
Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",240684449,133,F#,Minor,0.82,0.52,0.61,0.38,0.0,0.14,0.27
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,583687007,93,,Major,0.63,0.21,0.52,0.28,0.0,0.09,0.03
Donï¿½ï¿½ï¿½t Break My,The Weeknd,63803529,122,A#,Major,0.77,0.25,0.62,0.34,0.0,0.23,0.03
Oh My God,Adele,466214729,88,C#,Major,0.53,0.55,0.73,0.09,0.0,0.03,0.05
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",236940480,170,F,Minor,0.7,0.61,0.44,0.4,0.0,0.37,0.04
A Tale By Quincy,The Weeknd,41924466,94,F,Minor,0.46,0.55,0.5,0.71,0.0,0.1,0.11
I AM WOMAN,Emmy Meli,225259194,170,A#,Major,0.65,0.46,0.47,0.12,0.0,0.13,0.16
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",393230256,90,E,Minor,0.79,0.79,0.7,0.57,0.0,0.66,0.08
It'll Be Okay,Shawn Mendes,287201015,78,G,Major,0.4,0.07,0.29,0.62,0.0,0.09,0.03
Softcore,The Neighbourhood,599770206,94,D,Major,0.57,0.36,0.58,0.05,0.0,0.15,0.03
Super Gremlin,Kodak Black,342779426,73,D,Major,0.83,0.11,0.41,0.0,0.0,0.36,0.14
Volvï¿,"Aventura, Bad Bunny",673801126,176,C#,Major,0.73,0.79,0.86,0.42,0.0,0.07,0.18
Todo De Ti,Rauw Alejandro,1168642797,128,D#,Minor,0.81,0.57,0.63,0.4,0.01,0.1,0.04
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",540539717,120,G#,Major,0.58,0.44,0.6,0.44,0.09,0.05,0.06
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",383550148,82,D,Major,0.63,0.85,0.62,0.06,0.0,0.35,0.04
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",530511203,95,D,Major,0.77,0.4,0.47,0.02,0.0,0.09,0.03
Every Angel is Terrifying,The Weeknd,37307967,118,,Major,0.44,0.52,0.94,0.11,0.0,0.04,0.29
Tacones Rojos,Sebastian Yatra,510876816,123,B,Minor,0.75,0.93,0.86,0.08,0.0,0.14,0.03
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",1445941661,90,,Major,0.63,0.49,0.68,0.38,0.0,0.42,0.18
Dakiti,"Bad Bunny, Jhay Cortez",1763363713,110,E,Minor,0.73,0.14,0.57,0.4,0.0,0.11,0.05
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",374191487,96,C#,Minor,0.66,0.76,0.82,0.47,0.0,0.1,0.32
Lï¿½ï¿½ï¿,Stromae,108809090,88,D,Minor,0.56,0.58,0.55,0.35,0.0,0.23,0.11
Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",436695353,98,A,Minor,0.73,0.6,0.85,0.17,0.0,0.24,0.05
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",421040617,110,,Minor,0.72,0.67,0.68,0.0,0.0,0.14,0.04
Life Goes On,Oliver Tree,501541661,80,,Major,0.7,0.57,0.49,0.19,0.0,0.12,0.08
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",354065229,110,C#,Minor,0.86,0.31,0.53,0.43,0.0,0.11,0.06
Butter,BTS,1143647827,110,G#,Major,0.79,0.7,0.36,0.0,0.0,0.06,0.11
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",311395144,78,C#,Minor,0.77,0.49,0.42,0.01,0.01,0.13,0.19
You Right,"Doja Cat, The Weeknd",672656250,129,G#,Major,0.83,0.44,0.62,0.02,0.0,0.08,0.06
deja vu,Olivia Rodrigo,1256880657,181,A,Major,0.44,0.22,0.6,0.61,0.0,0.42,0.09
Dynamite,BTS,1692897992,114,F#,Minor,0.75,0.74,0.77,0.01,0.0,0.09,0.1
TO THE MOON,Jnr Choi,245095641,144,D,Major,0.74,0.39,0.65,0.05,0.01,0.11,0.35
Lost in the Fire,"The Weeknd, Gesaffelstein",686734357,101,D,Major,0.66,0.18,0.68,0.09,0.0,0.12,0.04
Salimo de Noche,"Trueno, Tiago pzk",261414174,84,D,Major,0.67,0.78,0.63,0.29,0.0,0.12,0.05
Volando - Remix,"Sech, Bad Bunny, Mora",610045621,154,F#,Major,0.66,0.63,0.69,0.21,0.0,0.11,0.07
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",1115880852,148,F,Major,0.59,0.72,0.62,0.18,0.0,0.09,0.03
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",594482982,146,F,Minor,0.85,0.22,0.37,0.13,0.0,0.07,0.3
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",566954746,120,B,Minor,0.77,0.51,0.79,0.2,0.0,0.26,0.06
LA FAMA (with The Weeknd),"The Weeknd, ROSALï¿½",374706940,136,,Minor,0.77,0.82,0.3,0.95,0.0,0.13,0.05
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",184937148,141,C#,Major,0.59,0.56,0.63,0.12,0.0,0.06,0.36
Phantom Regret by Jim,The Weeknd,31959571,108,A,Minor,0.46,0.23,0.48,0.75,0.3,0.14,0.04
Dos Oruguitas,Sebastian Yatra,167076418,94,,Major,0.42,0.47,0.36,0.76,0.0,0.09,0.05
Freaks,Surf Curse,824420218,180,A,Major,0.35,0.41,0.94,0.0,0.63,0.05,0.05
Acapulco,Jason Derulo,363467642,122,A#,Major,0.77,0.51,0.79,0.05,0.0,0.16,0.05
Daddy Issues,The Neighbourhood,1127468248,85,A#,Major,0.59,0.33,0.52,0.07,0.15,0.12,0.03
thought i was playing,"21 Savage, Gunna",60680939,148,C#,Major,0.68,0.29,0.73,0.0,0.0,0.07,0.07
ELEVEN,IVE,247737946,120,A,Major,0.83,0.59,0.73,0.06,0.0,0.05,0.11
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",1699402402,91,G,Minor,0.7,0.76,0.72,0.22,0.0,0.27,0.04
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",154797871,120,E,Major,0.72,0.54,0.71,0.26,0.0,0.1,0.04
DANCE CRIP,Trueno,198883004,106,,Major,0.86,0.86,0.79,0.11,0.0,0.08,0.09
Miserable Man,David Kushner,124407432,110,A#,Major,0.63,0.31,0.35,0.93,0.0,0.29,0.03
happier,Olivia Rodrigo,850608354,169,F#,Major,0.39,0.36,0.45,0.81,0.0,0.08,0.13
Praise God,Kanye West,376333030,118,C#,Major,0.8,0.21,0.55,0.01,0.0,0.26,0.17
Get Into It (Yuh),Doja Cat,516784627,92,G#,Minor,0.91,0.79,0.66,0.32,0.0,0.09,0.16
Before You Go,Lewis Capaldi,1608045237,112,D#,Major,0.45,0.19,0.6,0.63,0.0,0.09,0.06
Sky,Playboi Carti,506778838,140,D,Major,0.79,0.56,0.91,0.26,0.0,0.13,0.21
Rolling in the Deep,Adele,1472799873,105,G#,Major,0.73,0.52,0.76,0.13,0.0,0.05,0.03
Sobrio,Maluma,513643924,178,F,Major,0.76,0.63,0.77,0.14,0.0,0.15,0.22
Peru,"Ed Sheeran, Fireboy DML",261286503,108,G,Minor,0.96,0.71,0.42,0.57,0.0,0.08,0.09
favorite crime,Olivia Rodrigo,783706581,173,A,Major,0.4,0.19,0.29,0.86,0.0,0.34,0.04
Thunder,"Prezioso, Gabry Ponte, LUM!X",422691058,101,C#,Major,0.67,0.4,0.9,0.03,0.0,0.34,0.06
The Business,Tiï¿½ï¿,1062345656,120,G#,Minor,0.8,0.24,0.62,0.41,0.02,0.11,0.23
positions,Ariana Grande,1252563873,144,,Major,0.73,0.66,0.8,0.44,0.0,0.09,0.12
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,851070493,133,C#,Major,0.75,0.96,0.61,0.0,0.0,0.18,0.04
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",263894529,158,G#,Minor,0.46,0.62,0.83,0.53,0.0,0.97,0.28
The Feels,TWICE,345903614,120,A,Major,0.81,0.92,0.9,0.09,0.0,0.08,0.07
HEARTBREAK ANNIVERSARY,Giveon,951637566,129,,Major,0.61,0.59,0.46,0.56,0.0,0.13,0.05
No Lie,"Sean Paul, Dua Lipa",956865266,102,G,Major,0.74,0.45,0.89,0.05,0.0,0.26,0.13
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",427486004,124,G#,Minor,0.79,0.79,0.84,0.02,0.0,0.05,0.05
Pope Is a Rockstar,SALES,156658366,90,E,Minor,0.73,0.31,0.45,0.85,0.24,0.11,0.03
2055,Sleepy hallow,624515457,161,F#,Minor,0.78,0.65,0.52,0.46,0.0,0.12,0.31
Bored,Billie Eilish,777765388,120,G,Major,0.6,0.11,0.33,0.9,0.0,0.08,0.05
Happier Than Ever - Edit,Billie Eilish,412795151,81,,Major,0.45,0.12,0.57,0.07,0.0,0.23,0.03
Astronaut In The Ocean,Masked Wolf,1138474110,150,E,Minor,0.78,0.47,0.7,0.18,0.0,0.15,0.09
Ley Seca,"Anuel Aa, Jhay Cortez",355219175,105,G#,Major,0.76,0.58,0.84,0.1,0.0,0.13,0.1
Every Summertime,NIKI,290228626,79,F#,Major,0.63,0.76,0.67,0.38,0.0,0.06,0.04
Talking To The Moon,Bruno Mars,1062956628,146,C#,Minor,0.52,0.07,0.61,0.51,0.0,0.11,0.03
you broke me first,Tate McRae,1180094974,124,E,Major,0.64,0.08,0.37,0.79,0.0,0.09,0.05
The Nights,Avicii,1456081449,126,F#,Major,0.53,0.66,0.85,0.02,0.0,0.24,0.04
Take My Breath,The Weeknd,432702334,121,G#,Major,0.75,0.53,0.74,0.02,0.0,0.11,0.05
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",489945871,136,B,Minor,0.8,0.33,0.6,0.0,0.0,0.32,0.14
Cï¿½ï¿½,Rauw Alejandro,465959382,102,A,Minor,0.77,0.26,0.63,0.58,0.0,0.11,0.05
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",1223481149,77,G,Major,0.73,0.54,0.74,0.23,0.0,0.41,0.23
Dance Monkey,Tones and I,2864791672,98,F#,Minor,0.82,0.54,0.59,0.69,0.0,0.18,0.1
Lucid Dreams,Juice WRLD,2288695111,84,B,Minor,0.44,0.22,0.48,0.38,0.0,0.33,0.24
Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",720825549,102,G#,Major,0.89,0.77,0.82,0.03,0.0,0.17,0.11
All of Me,John Legend,2086124197,120,G#,Major,0.42,0.33,0.26,0.92,0.0,0.13,0.03
Smells Like Teen Spirit - Remastered 2021,Nirvana,1690192927,117,C#,Major,0.52,0.73,0.91,0.0,0.0,0.11,0.07
Arcade,Duncan Laurence,991336132,72,A,Minor,0.45,0.27,0.33,0.82,0.0,0.14,0.04
Fair Trade (with Travis Scott),"Drake, Travis Scott",593917618,168,C#,Major,0.67,0.29,0.47,0.05,0.0,0.22,0.26
Bar,"Tini, L-Gante",200972675,94,C#,Major,0.52,0.68,0.69,0.13,0.0,0.33,0.08
The Rumbling (TV Size),SiM,71014967,145,G#,Major,0.41,0.65,0.88,0.0,0.0,0.26,0.05
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",560222750,134,C#,Major,0.71,0.14,0.61,0.01,0.0,0.23,0.33
Mr. Brightside,The Killers,1806617704,148,C#,Major,0.35,0.24,0.93,0.0,0.0,0.1,0.08
Blessed-Cursed,ENHYPEN,77337771,127,E,Minor,0.6,0.4,0.89,0.09,0.0,0.6,0.06
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",528544703,172,F#,Minor,0.74,0.79,0.66,0.11,0.0,0.08,0.16
Streets,Doja Cat,865640097,90,B,Major,0.75,0.19,0.46,0.21,0.04,0.34,0.08
Shallow,"Lady Gaga, Bradley Cooper",2159346687,96,G,Major,0.57,0.3,0.4,0.38,0.0,0.26,0.03
Polaroid Love,ENHYPEN,211372494,138,G,Minor,0.74,0.65,0.67,0.46,0.0,0.36,0.04
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",651732901,120,G,Major,0.72,0.67,0.72,0.0,0.0,0.13,0.04
Permission to Dance,BTS,608334048,125,A,Major,0.7,0.65,0.74,0.01,0.0,0.34,0.04
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",863756573,123,D,Major,0.82,0.8,0.86,0.01,0.0,0.3,0.13
RAPSTAR,Polo G,797402345,81,F#,Major,0.79,0.44,0.54,0.41,0.0,0.13,0.24
'Till I Collapse,"Eminem, Nate Dogg",1695712020,171,C#,Major,0.55,0.1,0.85,0.07,0.0,0.08,0.2
Memories,Maroon 5,1759567999,91,B,Major,0.77,0.6,0.32,0.84,0.0,0.08,0.05
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",223319934,84,G,Minor,0.56,0.61,0.76,0.1,0.0,0.14,0.11
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",54937991,115,F,Minor,0.9,0.74,0.54,0.16,0.0,0.13,0.28
When Iï¿½ï¿½ï¿½m Gone (with Katy ,"Katy Perry, Alesso",226897599,125,,Major,0.69,0.7,0.89,0.04,0.0,0.49,0.03
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",258316038,122,F#,Minor,0.8,0.62,0.69,0.28,0.0,0.13,0.07
Miï¿½ï¿½n,"Tini, Maria Becerra",596152090,92,D,Major,0.85,0.92,0.54,0.16,0.0,0.29,0.07
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",177129919,90,F#,Minor,0.63,0.75,0.75,0.17,0.0,0.11,0.08
MAMIII,"Karol G, Becky G",716591492,94,E,Minor,0.84,0.9,0.7,0.09,0.0,0.14,0.08
Still D.R.E.,"Dr. Dre, Snoop Dogg",1210599487,93,B,Major,0.81,0.53,0.78,0.18,0.0,0.06,0.24
Stay Alive (Prod. SUGA of BTS),Jung Kook,246376690,130,D,Minor,0.51,0.5,0.76,0.3,0.0,0.1,0.07
Boyfriend,Dove Cameron,496311364,180,G,Minor,0.35,0.23,0.61,0.23,0.0,0.19,0.06
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",146789379,134,,Major,0.53,0.31,0.31,0.92,0.0,0.28,0.03
The Next Episode,"Dr. Dre, Snoop Dogg",843309044,95,D#,Minor,0.92,0.31,0.89,0.03,0.0,0.08,0.25
Light Switch,Charlie Puth,500340342,184,F#,Major,0.69,0.91,0.63,0.11,0.0,0.09,0.31
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",107255472,147,G#,Minor,0.47,0.5,0.8,0.1,0.0,0.32,0.38
Brividi,"Mahmood, Blanco",135079152,123,G,Major,0.52,0.44,0.6,0.4,0.0,0.26,0.03
Lost,Frank Ocean,822239726,123,A#,Minor,0.91,0.49,0.61,0.03,0.0,0.17,0.22
In Da Club,50 Cent,1202722675,90,F#,Minor,0.9,0.79,0.71,0.26,0.0,0.07,0.37
she's all i wanna be,Tate McRae,343197054,160,D,Minor,0.61,0.65,0.64,0.01,0.0,0.12,0.04
Ginseng Strip 2002,Yung Lean,240769997,115,C#,Major,0.6,0.37,0.71,0.08,0.0,0.48,0.04
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",426204830,141,D#,Major,0.37,0.17,0.67,0.02,0.0,0.34,0.09
