uri,track_name,artist_names,peak_rank,weeks_on_chart,danceability,energy,music_key,loudness,music_mode,speechiness,acousticness,tempo
spotify:track:5rohUzwEoRsUvAA1Bf3DLo,dos oruguitas,sebastian yatra,104,2,0.423,0.355,C,-10.565,Major,0.0454,0.761,93.788
spotify:track:6nkoWsFZeFt5dUdNmlIceh,bloqueado - ao vivo,gusttavo lima,106,4,0.828,0.721,C#,-4.274,Minor,0.0558,0.153,129.092
spotify:track:6P096SaOzrgGxs8NWOfX7M,salimo de noche,"tiago pzk, trueno",72,12,0.669,0.628,D,-4.177,Major,0.0526,0.294,83.803
spotify:track:3eJH2nAjvNXdmPfBkALiPZ,acapulco,jason derulo,90,15,0.774,0.792,A#,-4.021,Major,0.0523,0.051,122.062
spotify:track:5Ts1DYOuouQLgzTaisxWYh,love grows (where my rosemary goes),edison lighthouse,112,3,0.568,0.824,A,-4.613,Major,0.0299,0.403,108.625
spotify:track:7bp3zmEvpHLa0h32nhDUkB,l’enfer,stromae,113,1,0.4,0.547,D,-8.381,Minor,0.177,0.33,177.595
spotify:track:1E5Xu8dur0fAjSP1VpVhAZ,best friends,the weeknd,26,2,0.737,0.564,E,-7.045,Minor,0.105,0.436,90.0
spotify:track:4qsOrxBv09HhNSpsgMRXdC,esqueça-me se for capaz,"marília mendonça, maiara & maraisa",67,11,0.799,0.685,F#,-5.366,Minor,0.0725,0.276,122.013
spotify:track:1NhjYYcYTRywc0di98xHxf,"here we go… again (feat. tyler, the creator)","the weeknd, tyler, the creator",25,2,0.469,0.623,C#,-4.432,Major,0.0302,0.345,134.943
spotify:track:68HocO7fx9z0MgDU0ZPHro,every summertime,niki,124,2,0.628,0.676,F#,-4.227,Major,0.0424,0.393,78.996
spotify:track:6IAZHEBUIGJ6NJKxxOBIEr,rolling in the deep,adele,36,16,0.73,0.769,G#,-5.114,Major,0.0298,0.138,104.948
spotify:track:4HzqWEdAbzcVFDv0pvxV4w,sobrio,maluma,41,28,0.762,0.77,F,-2.758,Major,0.223,0.138,177.998
spotify:track:6f3Slt0GbA2bPZlz0aIFXN,the business,tiësto,9,64,0.798,0.62,G#,-7.079,Minor,0.232,0.414,120.031
spotify:track:0yL7K9MzC20uBesZTPY81r,pandora,"dj matt d, menor mc, mc gp, vulgo fk",129,3,0.688,0.458,C#,-9.138,Minor,0.588,0.14,124.553
spotify:track:4hJhHbkhZFnxmWbAkZRoe0,peru,"fireboy dml, ed sheeran",89,4,0.956,0.417,G,-7.892,Minor,0.0926,0.572,108.015
spotify:track:29TPjc8wxfz4XMn21O7VsZ,sky,playboi carti,113,14,0.785,0.903,D,-4.184,Major,0.21,0.258,139.98
spotify:track:7n2FZQsaLb7ZRfRPfEeIvr,eleven,ive,103,7,0.828,0.731,A,-3.033,Major,0.111,0.0617,119.978
spotify:track:0k1WUmIRnG3xU6fvvDVfRG,way 2 sexy (with future & young thug),"drake, future, young thug",5,20,0.803,0.597,B,-6.035,Minor,0.141,0.000619,136.008
spotify:track:1kjs5eR4DMzyB0gm1Z8waV,dance crip,trueno,79,9,0.857,0.766,C,-3.699,Major,0.0978,0.108,106.024
spotify:track:3JCaq3KDSROg3TXhdiDa9n,ley seca,"jhay cortez, anuel aa",44,20,0.759,0.842,G#,-3.758,Major,0.096,0.101,105.059
spotify:track:4pt5fDVTg5GhEvEtlz9dKk,i wanna be your slave,måneskin,8,35,0.75,0.608,C#,-4.008,Major,0.0387,0.00165,132.507
spotify:track:5VTjBl3ddZEiG2LrH4VzyR,toma toma vapo vapo,"zé felipe, mc danny",75,8,0.763,0.859,E,-3.3,Minor,0.0479,0.322,164.055
spotify:track:0WSEq9Ko4kFPt8yo3ICd6T,praise god,kanye west,16,19,0.798,0.545,C#,-6.466,Major,0.168,0.00904,118.029
spotify:track:1FlL8ycld6uVDDyhV7P5FA,cúrame,rauw alejandro,35,26,0.765,0.625,A,-3.599,Minor,0.0548,0.584,102.101
spotify:track:4cG7HUWYHBV6R6tHn1gxrl,friday (feat. mufasa & hypeman) - dopamine re-edit,"riton, nightcrawlers, mufasa & hypeman, dopamine",15,48,0.824,0.862,D,-3.424,Major,0.126,0.0076,122.98
spotify:track:4XvcHTUfIlWfyJTRG0aqlo,2055,sleepy hallow,31,27,0.829,0.512,F#,-5.865,Minor,0.187,0.492,80.511
spotify:track:45bE4HXI0AwGZXfZtMp8JR,you broke me first,tate mcrae,13,78,0.667,0.373,E,-9.389,Major,0.05,0.785,124.148
spotify:track:5JCoSi02qi3jJeHdZXMmR8,favorite crime,olivia rodrigo,11,31,0.369,0.272,A,-10.497,Major,0.0364,0.866,172.929
spotify:track:2VxeLyX666F8uXCJ0dZF8B,shallow,"lady gaga, bradley cooper",3,171,0.572,0.385,G,-6.362,Major,0.0308,0.371,95.799
spotify:track:6E90gq0KO6FYZVOXx8kCcC,astronaut in the ocean,masked wolf,3,53,0.778,0.695,E,-6.865,Minor,0.0913,0.175,149.996
spotify:track:05bfbizlM5AX6Mf1RRyMho,am remix,"nio garcia, j balvin, bad bunny",14,30,0.743,0.655,F#,-5.015,Minor,0.159,0.114,172.031
spotify:track:3U4isOIWM3VvDubwSI3y7a,all of me,john legend,110,145,0.422,0.264,G#,-7.064,Major,0.0322,0.922,119.93
spotify:track:1qE8DOtw7zdXHMgZm20eLM,the feels,twice,57,16,0.808,0.903,A,-2.179,Major,0.0729,0.0899,120.044
spotify:track:6Dy1jexKYriXAVG6evyUTJ,out out (feat. charli xcx & saweetie),"joel corry, jax jones, charli xcx, saweetie",42,21,0.787,0.833,G#,-4.403,Major,0.0478,0.018,123.97
spotify:track:5UlnuulVAVmmesw4VzqHdG,enemy - from the series arcane league of legends,"imagine dragons, arcane, league of legends",171,3,0.722,0.745,G,-4.164,Major,0.256,0.247,77.029
spotify:track:04sN26COy28wTXYj3dMoiZ,bored,billie eilish,51,16,0.614,0.318,G,-12.695,Major,0.0478,0.896,119.959
spotify:track:6D2TCm4nf5nxAcdGJ7w3QP,qué más pues?,"j balvin, maria becerra",9,34,0.903,0.817,G#,-3.972,Major,0.095,0.0272,102.014
spotify:track:1J14CdDAvBTE1AJYUOwl6C,arcade,duncan laurence,23,52,0.453,0.35,A,-11.639,Minor,0.0425,0.827,72.017
spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,heartbreak anniversary,giveon,8,47,0.449,0.465,C,-8.964,Major,0.0791,0.524,89.087
spotify:track:5902W4uHWzhtOff1UK7the,when i’m gone (with katy perry),"alesso, katy perry",135,3,0.685,0.886,C,-4.179,Major,0.034,0.028,125.034
spotify:track:3QFInJAm9eyaho5vBzxInN,family ties (with kendrick lamar),"baby keem, kendrick lamar",30,20,0.711,0.611,C#,-5.453,Major,0.33,0.00588,134.093
spotify:track:32BeYxKPrig1LefHsC0Xuo,happier than ever - edit,billie eilish,70,17,0.334,0.599,C,-5.742,Major,0.0365,0.0468,161.74
spotify:track:4cktbXiXOapiLBMprHFErI,memories,maroon 5,2,116,0.775,0.327,B,-7.241,Major,0.0557,0.841,91.05
spotify:track:7iHHlCbsFou5DZSW5HCPfs,ella - remix,"boza, lunay, lenny tavárez, juhn, beéle",188,1,0.747,0.812,D#,-4.274,Minor,0.111,0.341,180.062
spotify:track:18vXApRmJSgQ6wG2ll9AOg,rapstar,polo g,3,40,0.789,0.536,F#,-6.862,Major,0.242,0.41,81.039
spotify:track:04S1pkp1VaIqjg8zZqknR5,enchanted,taylor swift,61,10,0.535,0.618,G#,-3.913,Major,0.0273,0.0716,81.975
spotify:track:0hQNbQKW2dDATH1ngj4TI6,wa da da,kep1er,191,1,0.785,0.907,A#,-2.657,Major,0.0938,0.00122,126.004
spotify:track:0cOa970mzTWAxKtltpkpLc,miénteme,"tini, maria becerra",41,35,0.85,0.541,D,-4.522,Major,0.0674,0.161,92.003
spotify:track:72g37RoelSnovZakG5MwnF,parada louca,"mari fernandez, marcynho sensação",107,3,0.693,0.936,G,-1.322,Major,0.0524,0.302,166.034
spotify:track:40iJIUlhi6renaREYGeIDS,fair trade (with travis scott),"drake, travis scott",3,19,0.666,0.465,C#,-8.545,Major,0.26,0.0503,167.937
spotify:track:4qu63nuBpdn0qHUHuObEj1,leave before you love me (with jonas brothers),"marshmello, jonas brothers",52,30,0.721,0.738,G,-4.77,Major,0.0403,0.00226,119.976
spotify:track:6gBFPUFcJLzWGx4lenP6h2,goosebumps,travis scott,13,226,0.841,0.728,G,-3.37,Major,0.0484,0.0847,130.049
spotify:track:0bBd6K5X4W7t9GyXcaVOA7,sigue,"j balvin, ed sheeran",45,1,0.889,0.641,G,-4.494,Major,0.0668,0.0515,87.99
spotify:track:3XjN0mvFkQp1FMVM9Ro5hm,rumbatón,daddy yankee,58,1,0.685,0.909,D#,-4.034,Minor,0.0396,0.0471,95.004
spotify:track:2bdqU7C4softKNcMYDFi96,chaotic,tate mcrae,83,1,0.412,0.382,D,-7.023,Minor,0.0497,0.59,81.493
spotify:track:50eJOxJiGmJ7PBZaTKpje1,make up sex (feat. blackbear),"machine gun kelly, blackbear",91,1,0.665,0.678,F,-4.122,Minor,0.0315,0.00156,131.986
spotify:track:6HJIZUOiZDE814XMhRGSZN,soy el unico,yahritza y su esencia,97,1,0.708,0.449,E,-4.369,Minor,0.0286,0.451,84.396
spotify:track:2oBMZYteeO8DyXV9gDx6Za,feel my rhythm,red velvet,114,1,0.412,0.94,C#,-2.171,Major,0.215,0.0648,157.964
spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,everlong,foo fighters,164,1,0.413,0.881,B,-5.541,Minor,0.0367,5.99e-05,158.066
spotify:track:65MqlYPOWReasKWcuCaOCW,remix,daddy yankee,166,1,0.819,0.781,C#,-4.879,Major,0.0547,0.0323,100.062
spotify:track:3tBZ60j1jQ7NJm8IjelyQe,emo girl (feat. willow),"machine gun kelly, willow",111,2,0.412,0.881,D,-3.502,Major,0.087,0.00039,165.012
spotify:track:0MMyJUC3WNnFS1lit5pTjk,"jealousy, jealousy",olivia rodrigo,17,29,0.695,0.575,A#,-6.334,Minor,0.116,0.198,163.929
spotify:track:272vIYVYzfAgHUQRUYWmhP,para siempre,"daddy yankee, sech",193,1,0.794,0.828,G#,-5.883,Minor,0.0756,0.0999,90.015
spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,just the way you are,bruno mars,133,22,0.635,0.841,F,-5.379,Major,0.0422,0.0134,109.021
spotify:track:50kpGaPAhYJ3sGmk6vplg0,love yourself,justin bieber,62,50,0.609,0.378,E,-9.828,Major,0.438,0.835,100.418
spotify:track:51Zw1cKDgkad0CXv23HCMU,daylight,harry styles,10,2,0.686,0.445,C,-7.189,Major,0.0398,0.484,145.5
spotify:track:3i058E8uxTsYqJ5NWZzqSj,little freak,harry styles,8,2,0.559,0.535,D#,-7.723,Major,0.039,0.719,141.96
spotify:track:06JvOZ39sK8D8SqiqfaxDU,true love,"kanye west, xxxtentacion",24,1,0.712,0.861,F,-5.487,Minor,0.25,0.0182,84.042
spotify:track:4j6kId9QIqhoXvqHKgSKa0,grapejuice,harry styles,11,2,0.645,0.721,F,-4.394,Major,0.0336,0.357,182.928
spotify:track:0rzaRSujxA0bKyjJl6vHYq,satellite,harry styles,14,2,0.576,0.457,C,-6.473,Major,0.0304,0.143,138.984
spotify:track:2FeBslNBMdR9V58uv6hd2t,n95,kendrick lamar,3,3,0.79,0.67,C#,-5.527,Major,0.105,0.377,139.956
spotify:track:1mw0RgNXIpYRyyCdBQbLgA,love of my life,harry styles,15,2,0.555,0.536,G,-8.233,Major,0.0452,0.669,118.057
spotify:track:35TyJIMR3xRouUuo2sjS6v,cinema,harry styles,13,2,0.829,0.644,A,-7.696,Minor,0.0427,0.354,105.993
spotify:track:69w5X6uTrOaWM32IetSzvO,daydreaming,harry styles,16,2,0.707,0.811,E,-5.298,Minor,0.0304,0.311,113.971
spotify:track:2NcQic8JxdjAlAHuNbOIRE,keep driving,harry styles,19,2,0.721,0.479,A,-9.669,Major,0.226,0.321,164.948
spotify:track:6gI9b2VsoWhjhIuIeToDVs,die hard,"kendrick lamar, blxst, amanda reifer",8,3,0.775,0.736,C#,-8.072,Minor,0.247,0.319,100.988
spotify:track:6qj02zSeEJGWZ4c0dn5QzJ,boyfriends,harry styles,22,2,0.417,0.202,C,-10.976,Major,0.0357,0.935,118.029
spotify:track:6hFwju6M40CKovKBPu5IpY,acorda pedrinho,jovem dionisio,77,2,0.876,0.359,B,-11.169,Minor,0.341,0.187,124.016
spotify:track:18HOjcvTVV7W8YzBuOsAPS,un verano sin ti,bad bunny,20,4,0.503,0.496,F,-9.123,Minor,0.0556,0.693,187.844
spotify:track:2NMjggapJcXXM7WccGEBUO,enséñame a bailar,bad bunny,27,4,0.81,0.789,G#,-5.08,Major,0.0846,0.191,105.009
spotify:track:6EbVuwU7EnKeF2hdpViXCH,die young (feat. 347aidan),"sleepy hallow, 347aidan",97,1,0.808,0.582,B,-6.26,Major,0.338,0.827,77.471
spotify:track:1r8ZCjfrQxoy2wVaBUbpwg,thousand miles,the kid laroi,18,6,0.376,0.657,G,-4.658,Major,0.0768,0.0858,80.565
spotify:track:0UvZcEfpzVyx47QsRbjyBz,el apagón,bad bunny,28,4,0.629,0.698,G#,-4.485,Major,0.308,0.0509,117.765
spotify:track:63WuQOXohQIxOxIFA2K7bR,supermodel,måneskin,89,3,0.636,0.876,G,-3.413,Major,0.0555,0.00164,120.983
spotify:track:0wihfILRNOwE2156Shezc8,agosto,bad bunny,30,4,0.849,0.584,C#,-8.195,Minor,0.115,0.0929,115.018
spotify:track:3sa06xVNmLLYIxdNNmVQN8,where did you go? (feat. mnek),"jax jones, mnek",116,7,0.763,0.782,G,-4.541,Minor,0.0346,0.182,127.034
spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,iris,the goo goo dolls,124,5,0.315,0.715,B,-8.072,Minor,0.0362,0.00125,155.925
spotify:track:5oH4DQAuu1J1800RzUsBWa,that that (prod. & feat. suga of bts),"psy, suga",21,5,0.905,0.962,E,-3.197,Major,0.0856,0.0299,129.969
spotify:track:6kYGOFNUMxpab09L5Ukoke,rich spirit,kendrick lamar,17,3,0.852,0.421,A#,-9.153,Minor,0.208,0.428,95.977
spotify:track:0LnS7aOdOdI1dNKZqdOLz4,dua lipa,jack harlow,37,4,0.833,0.652,B,-6.942,Major,0.0762,0.00161,158.022
spotify:track:1qMMYpVatbRITKCfq1gasi,puffin on zootiez,future,40,5,0.883,0.657,G#,-5.748,Major,0.305,0.0603,124.992
spotify:track:2NWaWZZLFMcr5P4uI2KvWy,en el radio un cochinero,victor cibrian,148,1,0.696,0.623,F#,-8.738,Minor,0.0438,0.466,154.028
spotify:track:30W8VKHrAZmHzObnwAoc1u,tus lágrimas,"mora, sech",93,6,0.683,0.714,C#,-4.898,Major,0.252,0.181,173.963
spotify:track:3ehHqgYRzmeUi345MfHS2N,parís,"morat, duki",130,2,0.582,0.804,B,-4.155,Major,0.0389,0.0493,138.014
spotify:track:3jjujdWJ72nww5eGnfs2E7,adore you,harry styles,6,104,0.676,0.771,G#,-3.675,Major,0.0483,0.0237,99.048
spotify:track:296nXCOv97WJNRWzIBQnoj,fearless,le sserafim,149,4,0.863,0.62,G,-7.167,Major,0.135,0.0508,103.971
spotify:track:6Jkm5kUldvIqxzI1Pa7nXH,10 things i hate about you,leah kate,117,6,0.544,0.786,G#,-2.97,Major,0.0501,0.00991,153.967
spotify:track:0Q5VnK2DYzRyfqQRJuUtvi,love dive,ive,51,8,0.703,0.709,C#,-4.169,Minor,0.0433,0.00379,117.941
spotify:track:2qmG7dokbGpDGD0T5wORWt,balanço da rede,"matheus fernandes, xand avião",171,2,0.764,0.796,F#,-4.611,Minor,0.033,0.193,140.072
spotify:track:75UMtPC77vqKRwfSuYuNPO,san lucas,kevin kaarl,149,5,0.577,0.363,G,-12.378,Major,0.0263,0.86,91.511
spotify:track:3tYTyAt1q6BFBiGyYVOLhi,silent hill,"kendrick lamar, kodak black",21,3,0.907,0.577,C#,-6.737,Minor,0.0767,0.438,140.07
spotify:track:05zd5Nv0e02ZqrlC8A2cwx,united in grief,kendrick lamar,11,3,0.529,0.845,G#,-8.142,Major,0.404,0.244,85.63
spotify:track:2XRn6Qu0Wd1KvOND8JbaTx,beautiful girl,luciano,59,5,0.839,0.412,B,-8.816,Minor,0.0935,0.287,139.901
spotify:track:4IaxDf2FixiQXq0mW7key9,zoom,jessi,89,6,0.874,0.6,F#,-6.064,Major,0.158,0.00942,100.012
spotify:track:0U1W2LZVUX7qTm7dDpqxh6,when you're gone,shawn mendes,21,9,0.603,0.691,F,-5.805,Major,0.0372,0.0248,147.148
spotify:track:69xohKu8C1fsflYAiSNbwM,run bts,bts,11,1,0.724,0.818,G#,-3.747,Major,0.168,0.0201,77.004
spotify:track:4JzCFEc3O2UEdjKzevvFH5,for youth,bts,30,1,0.633,0.511,D,-5.665,Major,0.0368,0.434,116.855
spotify:track:1IthE5GNiRzFN5CVaCa445,born singer,bts,43,1,0.602,0.841,G#,-3.334,Minor,0.109,0.0354,157.937
spotify:track:3S68RFe1lsdCdTMPIMJM3X,cash in cash out,"pharrell williams, 21 savage, tyler, the creator",53,1,0.877,0.56,G,-3.751,Major,0.0596,0.00721,119.971
spotify:track:1BkY0N8ChFk2mdLbAUu8ZK,pass the dutchie,musical youth,85,2,0.805,0.418,G,-14.374,Major,0.0979,0.459,149.724
spotify:track:6kxaaIeowajN7w21PfMLbu,so good,halsey,95,1,0.576,0.627,D#,-4.649,Minor,0.0449,0.0385,164.998
spotify:track:6ojZtz3sZr6ynvejLOqgCj,nos comemos (feat. ozuna),"tiago pzk, ozuna",140,2,0.827,0.819,F#,-3.701,Major,0.052,0.1,92.017
spotify:track:31tf1qEai5o5f4r66Kd0pU,me and your mama,childish gambino,158,2,0.554,0.433,F,-12.628,Major,0.0341,0.0116,117.996
spotify:track:4RtPruLRZbyirtJGqYHPQm,antes de perderte,duki,173,1,0.812,0.925,F,-3.092,Minor,0.113,0.487,110.031
spotify:track:5W7DOVGQLTigu09afW7QMT,295,sidhu moose wala,141,2,0.557,0.794,B,-5.698,Minor,0.2,0.179,91.366
spotify:track:4a9tbd947vo9K8Vti9JwcI,boy with luv (feat. halsey),"bts, halsey",3,46,0.645,0.862,B,-4.761,Minor,0.0845,0.0933,119.947
spotify:track:0rKtyWc8bvkriBthvHKY8d,slow dancing in the dark,joji,75,36,0.515,0.479,D#,-7.458,Major,0.0261,0.544,88.964
spotify:track:1HvTxgCj0mTzQlEo0zLvFb,in my head,lil tjay,30,1,0.684,0.545,C#,-6.885,Major,0.121,0.159,143.049
spotify:track:40w8JmvwYUP2HUiXPxjy99,me arrepentí,"ak4:20, pailita, cris mj",80,1,0.861,0.786,C,-4.934,Major,0.164,0.289,92.031
spotify:track:6bQ5823aHmFVKLZW8E7rRo,si quieren frontear,"duki, de la ghetto, quevedo",113,1,0.789,0.837,A#,-3.247,Major,0.23,0.125,81.536
spotify:track:1ZMiCix7XSAbfAJlEZWMCp,falling,harry styles,29,81,0.567,0.267,E,-6.502,Major,0.0299,0.839,110.011
spotify:track:4WghJOMjDpGdlk3b8aJIgy,up at night (feat. justin bieber),"kehlani, justin bieber",131,1,0.563,0.756,C,-3.852,Minor,0.0579,0.196,100.012
spotify:track:45S5WTQEGOB1VHr1Q4FuPl,golden,harry styles,44,34,0.448,0.838,E,-5.257,Minor,0.0557,0.21,139.863
spotify:track:7afaZ37wJJL6880z1NRgJS,fim de semana no rio,teto,139,1,0.867,0.494,C#,-6.514,Minor,0.084,0.118,118.868
spotify:track:3TSLqZssCoCdDlMhCJ08XW,still life,bigbang,148,1,0.68,0.584,G#,-4.457,Major,0.034,0.443,118.06
spotify:track:0B7wvvmu9EISAwZnOpjhNI,when i was your man,bruno mars,181,2,0.601,0.271,C,-8.688,Major,0.0403,0.937,145.494
spotify:track:5Ohxk2dO5COHF1krpoPigN,sign of the times,harry styles,14,39,0.516,0.595,F,-4.63,Major,0.0313,0.0275,119.972
spotify:track:3hRV0jL3vUpRrcy398teAU,the night we met,lord huron,55,29,0.544,0.369,D,-9.514,Major,0.038,0.969,87.01
spotify:track:7KA4W4McWYRpgf0fWsJZWB,see you again (feat. kali uchis),"tyler, the creator, kali uchis",144,2,0.558,0.559,F#,-9.222,Major,0.0959,0.371,78.558
spotify:track:3QGxgNaqaFSpORp2OVLXHR,212,"chefin, mainstreet",89,1,0.789,0.519,D,-4.84,Minor,0.0697,0.659,154.037
spotify:track:1G1R0XgChe18Zr1o6tlmN6,watercolor eyes - from “euphoria” an hbo original series,lana del rey,90,1,0.444,0.26,G,-10.045,Major,0.0316,0.964,120.443
spotify:track:3xRH6FPVtheDyNla3T1FE7,hrs & hrs,muni long,119,1,0.511,0.525,G#,-4.595,Minor,0.183,0.604,139.885
spotify:track:10hMM5nsZQf66ldBlgWBfG,all for us - from the hbo original series euphoria,"labrinth, zendaya",108,3,0.348,0.652,D#,-7.145,Major,0.0931,0.0165,70.956
spotify:track:3M0lSi5WW79CXQamgSBIjx,swim,chase atlantic,134,1,0.666,0.542,G#,-6.429,Major,0.0392,0.27,120.134
spotify:track:3oRW9ZGPRbLRMneQ5lwflt,waiting on a miracle,stephanie beatriz,155,1,0.48,0.554,C#,-8.145,Minor,0.069,0.171,190.066
spotify:track:1mSviQV9iQnGSRyvTIuxAj,problemón,"alvaro diaz, rauw alejandro",158,1,0.706,0.739,A#,-3.753,Major,0.0586,0.266,91.906
spotify:track:186NCtNk1tUYS7c2DxgJ7O,christmas tree,v,100,2,0.437,0.384,F,-8.384,Major,0.042,0.699,139.009
spotify:track:7m9OqQk4RVRkw9JJdeAw96,jocelyn flores,xxxtentacion,7,216,0.872,0.391,C,-9.144,Minor,0.242,0.469,134.021
spotify:track:2SJZdZ5DLtlRosJ2xHJJJa,chance,paulo londra,56,1,0.721,0.463,C#,-9.483,Minor,0.0646,0.241,137.915
spotify:track:73cnVqsbZygieKi8xF10sO,psychofreak (feat. willow),"camila cabello, willow",71,1,0.629,0.64,G,-7.638,Minor,0.0752,0.342,179.989
spotify:track:6bTdZ7xfKp3NqqADJ8HLyj,vampiro,"matuê, wiu, teto",82,1,0.782,0.643,G#,-4.956,Minor,0.0438,0.0136,114.994
spotify:track:6ws54n2IzyrIxxyzlG2bVJ,right on,lil baby,103,1,0.535,0.618,D,-5.668,Major,0.382,0.0245,165.991
spotify:track:1jIMjbzcGCcCQn5iMu9CUc,that's hilarious,charlie puth,112,1,0.714,0.442,F#,-5.909,Major,0.0605,0.742,108.039
spotify:track:4QWumyD2uwiePBBha9XBHI,no ouvidinho,felipe amorim,154,1,0.885,0.834,D#,-3.374,Major,0.0394,0.403,124.018
spotify:track:2Foc5Q5nqNiosCNqttzHof,get lucky (feat. pharrell williams & nile rodgers) - radio edit,"daft punk, pharrell williams, nile rodgers",167,1,0.794,0.811,F#,-8.966,Minor,0.038,0.0426,116.047
spotify:track:2uky0VCI2EZni0nArOPznM,"paulo londra: bzrp music sessions, vol. 23","bizarrap, paulo londra",19,1,0.456,0.91,C,-2.659,Major,0.136,0.256,95.927
spotify:track:2gzhQaCTeNgxpeB2TPllyY,with you,"jimin, ha sung woon",32,1,0.532,0.426,D#,-6.117,Major,0.0288,0.639,149.898
spotify:track:6Z165JvPnS8PYvGW8oLGLc,flowers,lauren spencer smith,72,2,0.684,0.449,D#,-9.738,Major,0.611,0.869,66.165
spotify:track:123hB20IVD2yw1NMIgrqb3,i̇mdat,cakal,97,1,0.786,0.748,E,-7.568,Minor,0.162,0.267,133.967
spotify:track:5IQvs70wHdurk63TnCV6ZP,we made it,"t-low, miksu / macloud",99,1,0.782,0.711,F,-5.383,Minor,0.0558,0.585,116.049
spotify:track:2UN0lp72LAusrXi8LLVomt,2step (feat. lil baby),"ed sheeran, lil baby",131,1,0.693,0.643,E,-5.867,Minor,0.0828,0.138,95.055
spotify:track:1dp8aQANyTRKssDeAYPiZe,scrape it off (feat. lil uzi vert & don toliver),"pusha t, lil uzi vert, don toliver",184,1,0.594,0.679,G,-3.702,Major,0.345,0.484,106.726
spotify:track:6fxVffaTuwjgEk5h9QyRjy,photograph,ed sheeran,41,154,0.614,0.379,E,-10.48,Major,0.0476,0.607,107.989
spotify:track:6OrTKLtcF7EBayOV2QqkSK,hold that heat (feat. travis scott),"southside, future, travis scott",196,1,0.744,0.608,D,-6.386,Major,0.0442,0.0295,130.045
spotify:track:4xIhSUJantE6BMl3u8dtCJ,father time (feat. sampha),"kendrick lamar, sampha",14,2,0.514,0.779,A#,-4.365,Minor,0.344,0.181,152.869
spotify:track:7pj6P5WnxkZsw3XRc8eMe1,count me out,kendrick lamar,24,2,0.776,0.431,E,-7.544,Minor,0.091,0.671,133.999
spotify:track:0YeUVm23SAkUruwEx9LWnt,savior,"kendrick lamar, baby keem, sam dew",29,2,0.605,0.692,G#,-7.45,Major,0.446,0.495,124.84
spotify:track:5uU1uuyaUIBOiiUSQG7Wl3,you proof,morgan wallen,91,2,0.731,0.85,A,-4.913,Major,0.0336,0.252,119.706
spotify:track:6OZwia8loN0aPS0vTvsBjR,tout va bien (feat. ninho & naps),"alonzo, ninho, naps",183,1,0.66,0.72,D#,-5.874,Minor,0.0753,0.301,99.937
spotify:track:2KdKh9vHbKW0tZLqtpxxI0,honest (feat. don toliver),"justin bieber, don toliver",29,4,0.81,0.655,G#,-6.779,Minor,0.0698,0.127,150.002
spotify:track:0RAvy97QRPzO2AfK5Dw6j3,we cry together,"kendrick lamar, taylour paige",22,2,0.648,0.68,B,-7.276,Major,0.345,0.292,106.89
spotify:track:5p56JT5F9a1z9pwXnqTg7d,worldwide steppers,kendrick lamar,20,1,0.514,0.472,G#,-11.106,Minor,0.368,0.753,77.215
spotify:track:401160izncPtca3CmX3dvM,purple hearts,"kendrick lamar, summer walker, ghostface killah",27,1,0.567,0.824,D#,-6.973,Minor,0.296,0.167,138.202
spotify:track:2Az5ykbQiZtFWtACCMvWlP,rich - interlude,kendrick lamar,41,1,0.481,0.406,G,-11.52,Major,0.0775,0.864,91.589
spotify:track:7zvfDihYiJ8RQ1nRcpKBF5,mr. morale,"kendrick lamar, tanna leone",53,1,0.727,0.53,A,-8.616,Major,0.312,0.283,174.025
spotify:track:2IwbW2jd0Ncv99Aroe77Ru,crown,kendrick lamar,54,1,0.355,0.245,C#,-13.475,Minor,0.0358,0.801,173.329
spotify:track:19Fg3WrTfo35Ji3PtfZE6J,auntie diaries,kendrick lamar,61,1,0.52,0.375,C,-13.409,Major,0.358,0.745,127.544
spotify:track:5PPUw4Xo3Hz6rl4GpBfd3c,savior - interlude,kendrick lamar,73,1,0.618,0.43,F,-9.38,Minor,0.216,0.807,117.125
spotify:track:5LOiuvbH62YGtnwe6Ltt4T,mirror,kendrick lamar,76,1,0.652,0.67,D,-8.766,Major,0.0639,0.225,91.933
spotify:track:6NZOc8kO0Fxo0fLPvIdLnW,mother i sober (feat. beth gibbons of portishead),"kendrick lamar, beth gibbons",79,1,0.492,0.369,G#,-14.861,Minor,0.329,0.87,140.012
spotify:track:2vHzOWRKYPLu8umRPIFuOq,stefania (kalush orchestra),kalush,109,1,0.832,0.817,D,-5.182,Major,0.0422,0.145,104.985
spotify:track:5MMW4CZsZiZt2iuqAXzzWC,the heart part 5,kendrick lamar,44,2,0.7,0.812,C#,-8.128,Minor,0.297,0.183,97.405
spotify:track:3EMp20j5E42MxfFbsEsIvD,churchill downs (feat. drake),"jack harlow, drake",57,2,0.71,0.522,B,-9.102,Major,0.36,0.615,96.448
spotify:track:6Pif6RkFoYzLygdqktus4Q,the foundations of decay,my chemical romance,140,1,0.363,0.67,C#,-6.652,Minor,0.0552,0.000582,150.15
